ID,Name,Description
0,wood sword,-
1,wood shield,-
2,wood armor,-
3,copper sword,-
4,copper shield,-
5,copper armor,-
6,heavy sword,-
7,heavy shield,-
8,heavy armor,-
9,mountain sword,-
10,mountain shield,-
11,mountain armor,-
12,knight's sword,-
13,knight's shield,-
14,knight's armor,-
15,phenomenal sword,-
16,phenomenal shield,-
17,phenomenal armor,-
18,epicenter sword,-
19,epicenter shield,-
20,epicenter armor,-
21,dimensional sword,-
22,dimensional shield,-
23,dimensional armor,-
24,pirate sword,-
25,pirate shield,-
26,pirate armor,-
27,epic sword,-
28,epic shield,-
29,epic armor,-
30,arcane sword,-
31,arcane shield,-
32,arcane armor,-
33,lunar sword,-
34,lunar shield,-
35,lunar armor,-
36,fierce sword,-
37,fierce shield,-
38,fierce armor,-
39,curvy sword,-
40,curvy shield,-
41,curvy armor,-
42,kinky sword,-
43,kinky shield,-
44,kinky armor,-
45,forest sword,-
46,forest shield,-
47,forest armor,-
48,excavation sword,-
49,excavation shield,-
50,excavation armor,-
51,secular sword,-
52,secular shield,-
53,secular armor,-
54,crystal sword,-
55,crystal shield,-
56,crystal armor,-
57,cave sword,-
58,cave shield,-
59,cave armor,-
60,tropical sword,-
61,tropical shield,-
62,tropical armor,-
63,curly sword,-
64,curly shield,-
65,curly armor,-
66,island sword,-
67,island shield,-
68,island armor,-
69,ocean sword,-
70,ocean shield,-
71,ocean armor,-
72,magma sword,-
73,magma shield,-
74,magma armor,-
75,chocolate sword,-
76,chocolate shield,-
77,chocolate armor,-
78,fenix sword,-
79,fenix shield,-
80,fenix armor,-
81,explosive sword,-
82,explosive shield,-
83,explosive armor,-
84,melting sword,-
85,melting shield,-
86,melting armor,-
87,volcano sword,-
88,volcano shield,-
89,volcano armor,-
90,icy sword,-
91,icy shield,-
92,icy armor,-
93,winter sword,-
94,winter shield,-
95,winter armor,-
96,snowman sword,-
97,snowman shield,-
98,snowman armor,-
99,knight emblem,-
100,toy sword,-
101,toy shield,-
102,toy armor,-
103,handicrafted sword,-
104,handicrafted shield,-
105,handicrafted armor,-
106,dreamer's sword,-
107,dreamer's shield,-
108,dreamer's armor,-
109,light sword,-
110,light shield,-
111,light armor,-
112,courage sword,-
113,courage shield,-
114,courage armor,-
115,partner's sword,-
116,partner's shield,-
117,partner's armor,-
118,sound sword,-
119,sound shield,-
120,sound armor,-
121,wild sword,-
122,wild shield,-
123,wild armor,-
124,love sword,-
125,love shield,-
126,love armor,-
127,ninja sword,-
128,ninja shield,-
129,ninja armor,-
130,replenishing sword,-
131,replenishing shield,-
132,replenishing armor,-
133,energy sword,-
134,energy shield,-
135,energy armor,-
136,spiky sword,-
137,spiky shield,-
138,spiky armor,-
139,swampy sword,-
140,swampy shield,-
141,swampy armor,-
142,misty sword,-
143,misty shield,-
144,misty armor,-
145,glorious sword,-
146,glorious shield,-
147,glorious armor,-
148,dark sword,-
149,dark shield,-
150,dark armor,-
151,punk sword,-
152,punk shield,-
153,punk armor,-
154,cracked sword,-
155,cracked shield,-
156,cracked armor,-
157,crusty sword,-
158,crusty shield,-
159,crusty armor,-
160,sandy sword,-
161,sandy shield,-
162,sandy armor,-
